tweets,label
".@sadiqkhan: ""The true patriotic case is to remain &amp; lead in Europe"" #StrongerIn https://t.co/JVugghpmu3 https://t.co/1zQZxhw1yo",stay
".@Nick_Hewer on why companies need to give their employees #TimeToVote this Thursday:
https://t.co/pMeoHsfA71",leave
"WW2 veteran: ""I have always supported the European Union &amp; Britain’s membership in it"" https://t.co/RjzL3VijIE https://t.co/tEOYCK5ves",stay
"RT @jk_rowling: Monsters, villains and the EU referendum, by me.

https://t.co/uJRPnhBWT7",leave
RT @UKLabour: In just three days' time we'll be heading to the ballot box to vote Remain. Are you with us? Share this ↓ #EUref https://t.co…,stay
WW2 veteran Harry Leslie Smith faced a broken Europe - now he’s urging people to vote REMAIN https://t.co/RjzL3VijIE https://t.co/FREgan44ih,stay
"This Thursday, make sure you make #TimeToVote, says former Apprentice star @Nick_Hewer
https://t.co/GQRQkv6nL5",leave
".@Nick_Hewer: “Don’t let other people make this decision for you”Make #TimeToVote on Thursday:
https://t.co/BCr5TuUOpn",stay
Show you're proud to vote REMAIN - change your Twitter profile pic today: https://t.co/aumg3etBcZ https://t.co/I36FosBjBv,stay
Highly-respected experts @TheEconomist say we must vote REMAIN on 23 June: https://t.co/zYgedjMgz4 https://t.co/qLIvIW9kax,stay
"We’re stronger when we’re open, inclusive, and together - not divided. Vote REMAIN on Thursday. https://t.co/I3ZZlK1cOt",stay
"RT this to say a vote to remain is a vote to keep us together, not divided. https://t.co/HQlADBZX1P",stay
"RT @UKLabour: Our Shadow Cabinet, MPs, @jeremycorbyn and trade union leaders stand united: we're voting Remain on Thursday #EUref https://t…",stay
"RT @SayeedaWarsi: Lies, xenophobia and the politics of hate. Why it's time to leave leave. https://t.co/OLRVrqDLkM",stay
"The Economist join the FT, New Statesman &amp; others in saying vote REMAIN on Thursday: https://t.co/zYgedjMgz4 https://t.co/GQBChcJZOk",stay
"MUST-READ The Economist’s detailed, expert case for why we must REMAIN in Europe. https://t.co/zYgedjuFau https://t.co/DID9pZ73xr",stay
.@birminghammail joins top regional newspapers in urging its readers to vote to REMAIN https://t.co/pAoBKLp54F https://t.co/q2zxHYxjkw,stay
The @birminghammail urges its readers to vote to REMAIN on Thursday #StrongerIn https://t.co/pAoBKLp54F https://t.co/tRPLcNXdEi,stay
"RT @UKLabour: This Thursday we're voting Remain: for jobs, workers' rights, lower prices, and our NHS. RT if you are too ↓ #EUref https://t…",stay
"Birmingham's biggest paper backs REMAIN, saying ""don’t gamble with Birmingham’s future"" https://t.co/pAoBKLp54F https://t.co/qvWqLVMTKR",stay
RT @SkyNews: Premier League Boss Backs EU Remain Campaign https://t.co/L8Rwv0Lp4e,stay
"The motor industry, supporting 800,000 UK jobs, is united: jobs and trade are #StrongerIN https://t.co/Q5JFrlSui9 https://t.co/wcAjmyLLxu",stay
"One of the simplest explanations we’ve heard for what Britain leaving Europe could feel like:
https://t.co/Mk1soxynb9",leave
#Brexit will damage the car industry and cost jobs say top manufacters #StrongerIn https://t.co/Q5JFrlSui9 https://t.co/VzfvlgFDiC,stay
Nobel Prize-winning economists say “the economic arguments are clearly in favour of remaining in the EU” https://t.co/nFwr38uob1,stay
"RT @birminghammail: Vote Remain - because the risk to Birmingham is too high for us to quit the EU.
https://t.co/V9muXt31zC",stay
RT @StrongerInPress: 10 Nobel prize-winning economists warn leaving EU would do long-term damage to UK economy #StrongerIn  https://t.co/yH…,stay
RT @BBCNews: UK car industry and more leading businessmen back Remain https://t.co/PT0aZ4bRxA,stay
RT @StrongerInPress: Harry Leslie Smith says we must stay united and vote to remain in the EU: https://t.co/JSFHayVeo7 #StrongerIn,stay
"Jaguar Land Rover, Toyota, BMW and Vauxhall warn leaving EU would put thousands of British jobs at risk #StrongerIn https://t.co/RmoTHfK9Ok",stay
"Please RT - why leaving Europe could feel like a VERY bad night out for all of us:
https://t.co/8IoBuE6OGu",leave
"Why leaving Europe could see UK “standing in a kebab shop arguing about whose fault it is”
https://t.co/6K8Y6ZprGo",leave
Nobel prize-winning economists: the UK economy is #StrongerIN the EU https://t.co/BRImQp0g6p,stay
RT @michaelsavage: Senior Tory defects from Leave to Remain. A Times exclusive by @elliotttimes #EUrefhttps://t.co/xeoE9uHiyx,stay
RT @scotstrongerin: Thanks to our fantastic team in Aberdeen today spreading our #StrongerIn message! #VoteRemain https://t.co/Gfr8COlyfN,stay
"RT @chrisshipitv: In @thetimes tomorrow @elliotttimes writes that former minister Baroness Warsi is defecting to REMAIN over ""complete lies…",stay
BRITAIN DOESN'T QUIT - the clear message from David Cameron in tonight's debate. #StrongerInhttps://t.co/yjI7DceYDZ,stay
"Voting REMAIN is voting for more jobs and more opportunities – Gordon Brown:
https://t.co/IEYIFOplrJ",stay
RT @David_Cameron: Thanks to Question Time audience. Vote Remain for a stronger economy &amp; because Britain doesn't quit. Voting Leave means…,stay
The Manchester Evening News believes Greater Manchester is #StrongerIn Europe: https://t.co/lgQkhCxKRX https://t.co/zwYgWcvxug,stay
Dismissed the Leave Campaign's myths. Made clear leaving is a final decision - &amp; the damage it would cause. Strong from David Cameron #bbcqt,stay
Strong performance from David Cameron. Clear that our economy will be hit if we leave - and that leaving is an irreversible decision. #bbcqt,stay
"What has the EU ever done for us? An awful lot, as it turns out. Here are 38 reasons to vote REMAIN #bbcqt https://t.co/dHyUQpE0RU",stay
"RT @DavidGauke: 'There's no saving in leaving.' True, true, true #bbcqt",stay
"The choice facing Britain is clear: Britain #StrongerIn Europe, or a leap into the dark https://t.co/sDAlD5WTFW #bbcqt",stay
"RT @margarance: Britain didn't abandon Europe in 1940. Britain won't quit the EU now. We're fighters, not quitters. #Remain https://t.co/lU…",stay
EIGHT out of ten UK business want us to stay in Europe – UK businesses &amp; jobs are #StrongerIn Europe https://t.co/UuPxpQq4mW  #bbcqt,stay
Very clear from David Cameron: there would be a cost from leaving not a saving. Economic experts agree. #bbcqt,leave
If only every partnership worked this well: we get almost £10 back for every £1 put into the EU https://t.co/mHA6MowEJP #bbcqt,leave
The alternatives to being in the EU offer by the leave campaign would hit UK businesses &amp; families https://t.co/u8sJ1VLhCY #bbcqt,stay
Being inside the single market is vital for investment. This means more jobs &amp; opportunities for young people https://t.co/JQ5khfiKjw #bbcqt,leave
David Cameron calls on young people to talk to their parents and grandparents and tell them they want to remain in #bbcqt,stay
"Staying in Europe is worth a future 800,000 jobs. Remain for more jobs &amp; opportunities for young people. https://t.co/JQ5khfiKjw #bbcqt",stay
RT @edvaizey: Vote for a stronger economy by voting Remain #bbcqt,stay
"If we leave Europe, the UK economy would be hit - and hardworking families would suffer. Vote Remain on Thursday. #bbcqt",stay
The economic argument is OVER: economists overwhelmingly say remaining is better for our economy &amp; for jobs. https://t.co/WYXJuSGSz3 #bbcqt,stay
".@The_TUC, representing 5.8m workers, says weekly wages will drop by £38 if we leave https://t.co/0nTBRsHgMx https://t.co/hN7iwQwc93 #bbcqt",stay
"Wages £1,800 higher thanks to EU membership. Vote to remain for higher wages. #Strongerin https://t.co/Q6noc7qexo #bbcqt",stay
"Brexit cost to NHS could be 1/4 of its annual budget within 4 yrs, new analysis shows https://t.co/50EtSrXxeq #bbcqt https://t.co/WjZWnftQB2",leave
RT @Freedland: This is a very spirited performance from David Cameron. Seems some of the Leave myths (eg Turkish accession) genuinely infur…,stay
"RT @georgeeaton: Cameron says Vote Leave's three main messages - Turkey, EU army, £350m - are ""completely untrue"". #bbcqt",stay
UK jobs are on the line on this referendum. Being in the EU creates jobs + opportunities for UK families #bbcqt https://t.co/HiQQ3H8V5O,leave
1) £350 million. 2) EU army. 3) Turkey. The 3 claims that simply aren't true on the Leave Campaign's leaflets. #bbcqt,stay
RT @bbcquestiontime: David Cameron: I don't think Britain is a quitter - we should stay and fight. #bbcqt #EURef https://t.co/GmLGlPYwrQ,stay
The movement to remain is truly cross-party: leaders of all major parties agree we're better off IN. https://t.co/NDqhdYRouv #bbcqt,stay
David Cameron is clear: Turkey is not joining the EU #bbcqt,leave
"RT @StrongerInPress: Even Boris Johnson has admitted ""Turkey joining the EU is not on the cards"". Leave argument is untrue and cynical #bbc…",stay
Leave Campaign have been told by UK Stats Authority NOT to use £350m figure: it's simply not true. #bbcqt https://t.co/YirW7YdqsM,stay
"RT @wdjstraw: ""Biggest red herring in this entire debate"" is the idea that Turkey would join the EU #StrongerIn #VoteRemain #bbcqt",stay
David Cameron takes the Leave Campaign's misleading leaflets to task #bbcqt,stay
RT @StrongerInPress: PM: Chuchill didn't quit on European democracy. We mustn't quit now #bbcqt #StrongerIn,stay
"The UK can veto ANY new member from joining the EU - if we don't want Turkey to join, we can just say no. #bbcqt https://t.co/1tm0SCuyG0",leave
"RT @timesredbox: Cameron: Britain is not a quitter, we should stay and fight. You can't fight if you're not in the room #bbcqt",stay
David Cameron: Britain isn't a quitter. We stay and we fight and we lead in the world #StrongerIN #bbcqt https://t.co/FXbPKGKF1Z,stay
"From China &amp; India to the USA, world leaders agree that the UK is better off IN. https://t.co/o9PcwO0yQw https://t.co/mcgFhN5F1U #bbcqt",leave
"Free trade for UK business, more jobs &amp; lower prices – the best of Europe &amp; a great deal for Britain https://t.co/tGVTGDj8lX #bbcqt",stay
Britain’s new deal with Europe gives us the best of both worlds #StrongerIn https://t.co/tGVTGDj8lX #bbcqt,stay
"Bank of England: leaving Europe could mean fewer jobs, lower wages &amp; UK businesses going out of business. https://t.co/YUcY6UJP0J #bbcqt",leave
"Britain gets £66 million investment from the EU EVERY DAY into UK, creating jobs &amp; boosting growth. #bbcqt https://t.co/9B0TdR5wBS",leave
"Losing jobs, losing livelihoods is the not the way to deal with immigration #bbcqt",leave
Trevor Phillips: issues of immigration will be made WORSE not better by leaving EU: https://t.co/BVEeqk3sVi  #bbcqt,stay
We can't tackle big issues in isolation - it's just not that simple. Wrecking our economy through #Brexit will NOT tackle immigration #bbcqt,leave
RT @DavidGauke: UK economy grown by 62% since formation of single market #bbcqt,stay
The weight of expert economic opinion is overwhelmingly in favour of staying IN Europe. https://t.co/WYXJuSGSz3 #bbcqt,stay
"David Cameron points out how long trade deals take to negotiate - potentially a decade of uncertainty, hiting young people #bbcqt",stay
All the alternative models proposed by the Leave campaigns would hit UK families &amp; businesses. #bbcqt  https://t.co/u8sJ1VLhCY,stay
RT @StrongerInPress: PM: Listen to the people who work in the NHS. They want us to stay in the EU because a stronger economy means more mon…,stay
Royal College of Midwives are just one respect health organisation who say we must vote REMAIN for our NHS: https://t.co/ta0xPH3qi4 #bbcqt,stay
You can't have a strong NHS without a strong economy - and that means staying in Europe #bbcqt,stay
Hear direct from NHS workers why THEY say our NHS is better off if we vote remain. https://t.co/2RJSOAQP57 #bbcqt,stay
"Simon Stevens, the boss of the NHS England is clear: leaving Europe would be dangerous for our NHS. #bbcqt https://t.co/AJ7F2s98X6",leave
Business expert @Lord_Sugar explains in under 3 minutes why we must remain in Europe: https://t.co/OuJHUeupLj #bbcqt,stay
"What does Stephen Hawking, one of the finest British thinkers, say about the EU referendum? https://t.co/KMqWIJMFjm #bbcqt",leave
"David Cameron: leaving the single market, losing jobs and hitting UK families is not the way to control immigration #bbcqt",leave
Let's be clear: wrecking our economy by leaving the Single Market is NOT the way to tackle immigration. #bbcqt,leave
Former CRE head is clear - leaving Europe will NOT solve immigration issues: https://t.co/BVEeqk3sVi https://t.co/NC9OzKSEn1 #bbcqt,stay
"RT @wdjstraw: PM: ""What sort of country do we want to be? I want to be a country that works with others"" #StrongerIn #VoteRemain #bbcqt",stay
"Inside the EU, British business can sell to 500 million consumers. More trade means more jobs. #Strongerin https://t.co/JQ5khfiKjw #bbcqt",stay
Former UN chief Kofi Annan: we shouldn't isolate ourselves by leaving EU https://t.co/UhENti92G9 https://t.co/hu0OFNfG0H #bbcqt,stay
"Britain doesn't quit. We stay, we fight and we lead. #bbcqt https://t.coUDTUWV288Z",stay
Being in the EU magnifies the UK’s influence &amp; voice in the world. #Strongerin https://t.co/q11ORhjJFq #bbcqt,stay
David Cameron: there is no problem in the world that isn't easier to fix when you're working with your closest allies. #bbcqt,leave
How would our world influence change if we left Europe? A top Oxford history professor gives his view: https://t.co/9GQtNUyjhz #bbcqt,leave
"RT @StrongerInPress: All the experts are clear - leaving will damage our economy, and there's no going back. Businesses and workers are bet…",stay
Car manufacturers from Ford to Nissan and Honda all say UK is better off IN Europe. https://t.co/o9PcwO0yQw https://t.co/iFc3bCBPP1 #bbcqt,stay
RT @NickyMorgan01: PM is clear: This is a final decision. We can't rejoin the European Union. There's no going back so don't risk your fami…,leave
Remain for more jobs &amp; a stronger economy. Vote leave &amp; not even Leave campaign can tell you what you'll get. https://t.co/kpJv3QvsK5 #bbcqt,stay
Really important point from David Cameron: this is an irreversible decision. There is no going back.  #bbcqt,leave
"RT @wdjstraw: PM: ""No going back when you walk through that door"". The #EUreferendum is irreversible #StrongerIn #VoteRemain #bbcqt",stay
"Global financial authority the IMF say leaving Europe will be ""pretty bad to very very bad"" for the UK: https://t.co/J6tQ0H2FaM #bbcqt",leave
"RT @nickherbertmp: PM makes two crucial points: no prospect of re-joining if we leave the EU, &amp; outside we wouldn't get better trade deal t…",stay
"David Cameron makes clear: this is a final, irreversible decision. There is no going back when you walk through that door. #bbcqt",leave
RT @lucycthomas: PM: This is irreversible. If we vote to leave I see no prospect of rejoining. It is final #bbcqt #EUref #StrongerIn,stay
"In Europe, our economy is stronger, our streets are safer &amp; our future is brighter. #bbcqt  https://t.co/sDAlD5WTFW",stay
RT @ConservativesIN: PM: there is no prospect of rejoining the EU - this is a final decision. We can't jump out of the plane &amp; scramble bac…,leave
Undecided in the referendum? Here are SIX reasons why we all have a brighter future by staying IN Europe. https://t.co/17jwWNYaSS #bbcqt,stay
RT @amyhsrichards: .@David_Cameron: the vote on Thursday is irreversible. This is a final decision. #StrongerIn,stay
David Cameron: the Leave Campaign have no plan and just want you to trust them that everything will be fine #bbcqt https://t.co/bzEGKC1uwZ,stay
Leaving Europe would wreck our economy and mean £36bn less for public services like the NHS. #bbcqt https://t.co/Qbn4xuD6VW,leave
The IFS warn leaving would mean a £40bn hit to our economy - hitting UK families and costing jobs #bbcqt,leave
What's the expert economist view on the referendum? Here's professor Paul Collier on the economic argument: https://t.co/NSNh158qcE #bbcqt,stay
"RT @StrongerInPress: If experts said you shouldn't drive your car, you wouldn't. We should listen to experts who say leaving EU would damag…",leave
Prime Minister absolutely clear: our economy is #StrongerIN. Leaving would leave a blackhole in the public finances. #bbcqt,stay
The EU invested almost 1 billion pounds in UK research last year. British universities are #Strongerin https://t.co/NCJGaGIbSs #bbcqt,stay
"Our world-class universities, from Oxford to Kent Uni, back our place in Europe. We are #StrongerIn https://t.co/hZN2W3f68N #bbcqt",stay
RT @lucycthomas: PM: There'll be no saving from leaving EU there'll be a cost of £20-40bn according to experts the IFS #StrongerIn #bbcqt #…,stay
"Trade unions, economists, scientists, business leaders - the weight of support for REMAIN is enormous. #bbcqt https://t.co/a7vsiMcotI",stay
RT @BrandonLewis: PM: We’re stronger and safer together. We face a dangerous and insecure world. We will be stronger in we work together #S…,leave
"RT @StrongerInPress: PM: Every economic expert - the IFS, the Bank of England, the IMF - are clear there will be a cost to leaving the EU #…",stay
David Cameron very clear on the benefits to the UK economy of being in the EU single market - helps UK businesses grow &amp; create jobs #bbcqt,leave
NINE out of ten economists say our economy will be damaged if we leave the EU - meaning jobs will be lost. https://t.co/WYXJuSGSz3 #bbcqt,stay
RT @StrongerInPress: The IFS say leaving Europe would leave a £40bn black hole in the public finances - making an austerity Brexit budget i…,stay
What is the EU’s Single Market and why does it matter? Great explanation by Oxford professor: https://t.co/ZJLYI4AhWK #bbcqt,stay
9 out of 10 economists agree our economy will be hit if we leave the EU - meaning a bigger hole in our public finances #StrongerIN #bbcqt,stay
ALL these independent economic experts say Britain is stronger in Europe. https://t.co/o9PcwO0yQw https://t.co/RzztV6MGJa #bbcqt,stay
RT @StrongerInPress: PM: We're stronger and safer together. We face a dangerous and insecure world. We will be stronger in we work together…,leave
"RT @wdjstraw: ""We'll be stronger if we work together"" says @David_Cameron - something everyone on the Remain side can get behind. #Stronger…",stay
David Cameron: let's work together with other countries to keep ourselves secure #StrongerIN #bbcqt,stay
Top security experts: Britain is SAFER when we work together IN Europe. #bbcqt https://t.co/jjrSBVD0Dc,stay
"David Cameron: those who want to do us harm, want to see us divided. We're stronger and safer together.  #bbcqt",stay
RT @timesredbox: Cameron: There have been some moments like the Farage poster which I think are just wrong. It's dividing people. #bbcqt,stay
RT @lucycthomas: PM: whenever we see intolerance hatred and division we need to drive it out #BBCQT #EUref #StrongerIn,stay
"What has the EU ever done for us? How about these: dozens of positive, uplifting reasons to vote REMAIN #bbcqt https://t.co/dHyUQpE0RU",stay
Richard Branson knows business - this is why he thinks you should vote REMAIN: https://t.co/6v72UXvZi7 https://t.co/uNpHTftXiQ,stay
RT @StrongerinhammS: Great to see @natalieben in Shepherd's Bush this PM. Fantastic turnout of #StrongerIn volunteers @LdnStrongerIn https:…,stay
Leading business figure Richard Branson on why you should vote REMAIN on Thursday: https://t.co/6v72UXeoqz https://t.co/9mm15PiyM6,stay
It's not too late to join our amazing volunteers &amp; help us keep Britain stronger IN Europe: https://t.co/3yBjyiZTKp https://t.co/BdTDqdEJgo,leave
THANK YOU to all our supporters who have come together in this campaign to say we’re #StrongerIN https://t.co/NFOg60oSJ4,stay
“My reputation is of being a risk-taker but leaving EU is not a risk I would want to take.” https://t.co/6v72UXeoqz https://t.co/uhMJ7NONai,stay
"RT @SadiqKhan: Let's make the right choice for a stronger, safer Britain that gives more opportunities to young people #EUref https://t.co/…",leave
"96 yo war veteran: ""Don’t abandon the Europe that I fought for – and my comrades died for."" https://t.co/UDZpeNz4wp https://t.co/dFRnWaZRRC",leave
"Gordon Brown: ""The biggest job creator over the next ten years is going to be the Single Market of the EU""
https://t.co/dzNSjkHObD",leave
RT @Students4Europe: Generations coming together to say #VoteRemain! https://t.co/sIrnXeYON7,stay
"""Brexit may be for the very rich, but it is not for the working people of this country"":
https://t.co/qQMHZXMJUf",leave
RT @matthewbezzant: Crowds as far as the eye can see for the #BigIN #StrongerIn https://t.co/0lAqH2MF1P,stay
RT @ENStrongerin: Absolutely amazing joint session with @HaringeyEurope today at Myddleton Road Fair! Fab support for #StrongerIn https://t…,stay
RT @SWStrongerIn: Some #StrongerIn Sunday campaigning here in #Torquay. https://t.co/6vqR0QYQ5Y,stay
RT @heidi_mp: Just one of our teams out in Blackheath today #StrongerIn https://t.co/FIRUUMbLNc,stay
"RT @EalingStays: Back in Ealing Broadway for the final push!

#VoteRemain #StrongerIn https://t.co/0mpA93FN00",stay
"WATCH: Chancellor spells out the economic risk we face unless we vote REMAIN on Thursday:
https://t.co/WJBAPA3M8J",stay
AMAZING show of support from people across the country today – we’re #StrongerIN https://t.co/5ed5He5APq,stay
A huge THANK YOU to the thousands of volunteers out across the UK today campaigning to keep us stronger IN Europe! https://t.co/8cGCfeyP17,stay
Liverpool Echo: “If we vote ‘Leave’ things will change and they’ll change in a bad way.” https://t.co/hoEnT3GC4E https://t.co/nxHD92qCJQ,stay
RT @LdnStrongerIn: RT @IslingtonIn: Great turnout &amp; support for last Sunday campaigning on #Holloway road - get in @LdnStrongerIn ! http…,stay
RT @SamirDwesar: Fantastic street stall in #Croydon. So many people telling us they are #StrongerIn. @croydon_in @LdnStrongerIn https://t.c…,stay
"RT @scotstrongerin: Thanks to the team in Shawlands, spreading the #StrongerIn message #EUref https://t.co/tOBsDdrKe9",stay
RT @PlymStrongerIn: We're soaking wet but back on the streets of Plymouth today. Only 5 days left to tell people why we're #StrongerIn. htt…,stay
RT @WMidsStrongerIn: Amazing response for #Remain at #HarborneCarnival in #Birmingham today - drop by and say hello #StrongerIn https://t.c…,stay
RT @WMidsStrongerIn: Putting politics aside in #Leamington for #StrongerIn &amp; campaigning for a #Remain vote with local MP @ChrisWhite_MP ht…,stay
RT @SWStrongerIn: Another #Cornwall #StrongerIN team at the #Falmouth Sea Shanty festival today. Not sure about their singing though! https…,stay
RT @SE_StrongerIn: Huge team out in #Oxford today knocking doors! #StrongerIn #InEverywhere https://t.co/5nAyFuM0dU,stay
RT @LdnStrongerIn: Great! RT @MsBlackanWhite: Best turnout yet! Thanks everyone!!! #hernehill market #remain @StrongerIn @LdnStrongerIn htt…,stay
RT @Students4Europe: Birmingham at Brindleyplace today! https://t.co/3TmkXwIC3M,leave
RT @WMidsStrongerIn: Huge amount of support for #StrongerIn at #HarborneCarnival #Birmingham so many people voting #Remain on Thursday http…,stay
"From the economy to our place in the world, here's why leading newspapers say vote REMAIN: https://t.co/okrukmp1vb",stay
Newspapers from across the political divide unite to say we're better off IN Europe: https://t.co/g02xbvqc89,leave
Proud to be voting REMAIN? Change your Twitter profile pic to one of these today: https://t.co/aumg3etBcZ https://t.co/k8sG6tYxuf,stay
"The Times, Mirror, FT, Mail on Sunday &amp; Observer all say ""vote REMAIN"": https://t.co/cYMMynYeRo",stay
.@MENnewsdesk “we don’t believe leaving Europe would solve Greater Manchester’s problems” https://t.co/lgQkhCxKRX https://t.co/aYRNjvbQR0,leave
#Brexit is “not a silver bullet” to solving “cracks running through society” @MENnewsdesk https://t.co/lgQkhCxKRX https://t.co/hZgUeL1Igj,leave
"""The Journal urges its readers to do what’s best for the North East and vote to remain."" https://t.co/u2tHmLhdUs https://t.co/0RquJnIrsz",stay
"Brown asks: Who do you trust with the NHS - Gove &amp; Johnson, or the doctors &amp; nurse who say vote REMAIN?
https://t.co/DbHjacs0dq",stay
"RT @WMidsStrongerIn: Great atmosphere and very positive response for #Remain at #HarborneCarnival, #Birmingham #StrongerIn https://t.co/eKB…",stay
RT @Lord_Sugar: I stand by what I said in the past you have to take the rough with the smooth. REMAIN IN EU  THERE IS MORE SMOOTH https://t…,stay
RT @PlymStrongerIn: Owen is #StrongerIn to protect Britain's influence on the world stage. https://t.co/71uFZzxuLE,stay
"RT @bobpadron: Just met a #VoteREMAIN family! Awesome!!! @StrongerIn @euromove #StrongerIN #VoteIN on Thursday, #June23 https://t.co/4OB6am…",stay
RT @WMidsStrongerIn: Brilliant team in #Bearwood this morning talking to residents #EUreferendum #StrongerIn very positive response https:/…,stay
RT @YandHStrongerIn: ...and such a good turnout too! #Sheffield #StrongerIn https://t.co/knVeSQLNu0,stay
RT @StrongerInPress: George Osborne: Credible experts say leaving would mean a huge hit to our economy. Estimate is our GDP would be 5-6% s…,leave
"Leading campaigners, politicians and trade unionists say reject division and vote Remain https://t.co/qF4he4U6s9 https://t.co/fcJcJGB5ei",stay
"North East Journal: ""don’t gamble with the future of our region &amp; our children. Vote Remain"" https://t.co/u2tHmLhdUs https://t.co/K19lfmX1Xp",stay
"MUST-WATCH: Former PM Gordon Brown on why jobs, our NHS and our place in the world are only stronger IN Europe:
https://t.co/3NJ9NmEMLT",leave
Compelling read from @LivEchonews on why Liverpool must vote REMAIN on 23 June: https://t.co/hoEnT3GC4E https://t.co/T0vy9nDS3u,stay
"9 out of 10 economists agree: leaving the EU would hit the UK economy, costing jobs and hurting UK families #marr",leave
"Michael Gove's ""bumps in the road"" mean job losses and higher prices for UK families. #marr",stay
Michael Gove misleading on #marr - Turkey is not joining the EU.,stay
"RT @StrongerInPress: Sunday Mirror comes out for Remain. This not about our past, but how we forge our future #StrongerIn https://t.co/gkci…",stay
"RT @StrongerInPress: Jeremy Corbyn says problems with housing, jobs and public services will all get worse if we hurt economy by leaving Eu…",stay
Jeremy Corbyn highlights the number of jobs in the UK that are linked to our trade with the EU #marr,stay
"Jeremy Corbyn points out that nearly 2 million UK people work across Europe, because we get free travel as part of the EU #marr",leave
RT @StrongerInPress: Carolyn Fairbairn of CBI: Consider the economic benefits of the EU and vote Remain #StrongerIn   https://t.co/cMqfpdGM…,stay
RT @wdjstraw: The #EUreferendum is about what kind of country we want to be. Sign up to get involved https://t.co/7Zqx52mTkJ https://t.co/8…,leave
"RT @StrongerInPress: .@nsoamesmp: All the experts, from Bank of England to IFS, agree UK economy and jobs would be damaged if we leave #Str…",stay
RT @SkyNews: #EUref Leave campaigner Boris Johnson said in a 2013 interview that he'd vote to stay in the European single market https://t.…,stay
"“We have a chance as a country to reject division, isolationism &amp; blame"" - senior politicians say we're #StrongerIN https://t.co/ODZZclvBK9",stay
"RT @StrongerInPress: Great to have support of Mail on Sunday. To secure a strong, prosperous future for Britain, vote Remain #StrongerIn ht…",stay
RT @ianmulheirn: IMF on impact of Brexit. Unless you're a conspiracy theorist it's time to stop saying 'Remain is exaggerating' https://t.c…,leave
"Want to be part of something BIG? Hyde Park, Sunday 19 June, 11.30am - join the Big IN: https://t.co/ldQeKditlX https://t.co/5LzqatLg6i",leave
In London? Come to Hyde Park on Sunday morning &amp; be part of the BIG IN. More info:https://t.co/ldQeKditlX https://t.co/ha8jKjdAUM,leave
"RT @faisalislam: IMF's Annual UK health check concludes ""likely substantial economic, financial costs"" from EU Leave vote: https://t.co/Ar9…",stay
RT @MattChorley: Leavers have been cavalier with the truth: @thetimes backs Remain (no paywall) https://t.co/x89FaJRR0a https://t.co/YuutF8…,stay
RT @MirrorPolitics: Gordon Brown says EU will create jobs for our children so we must vote IN https://t.co/frmc1oZzyg https://t.co/KHdrdVco…,stay
RT @faisalislam: So @thetimes calls for a Remain vote in tomorrow's paper... https://t.co/3NzZY40Plp,stay
"We have suspended all national campaign events, street stalls and rallies tomorrow as a mark of respect for Jo Cox: https://t.co/vKlNzcg9tt",stay
"Will Straw, our Executive Director, pays tribute to Jo Cox: https://t.co/xSwGDvAU4K",leave
We are suspending all campaigning for the day. Our thoughts are with Jo Cox and her family.,stay
"Leave campaigner Lord Howard was asked how the UK economy would be hit after #Brexit. His answer? ""Nobody knows"" https://t.co/idYMkOBCq2",stay
"RT @BBCNews: .@bankofengland warns #EUref uncertainty is ""largest immediate risk"" facing global markets
https://t.co/2GiVhsWgAK https://t.c…",stay
RT @LabourHomeTeam: Campaigning with Labour IN @andyburnhammp in Cheadle talking to voters about the importance of voting #Remain https://t…,stay
The Leave campaign plan for #Brexit is: “we just don't know”. Please RT so everybody knows the UK is #StrongerIn https://t.co/Nb8FTXjppH,stay
"Labour’s Tom Watson: Workers' rights, the economy &amp; our security are all at stake on 23 June https://t.co/yUgkRxeJ7K https://t.co/TGheCb7Y42",leave
Labour’s Tom Watson: Vote REMAIN on 23 June for a brighter &amp; better off Britain https://t.co/yUgkRxeJ7K https://t.co/Tit61hMoGL,stay
"RT @UKLabourIN: Leaders of Birmingham, Bristol, Cardiff, Glasgow, Liverpool, Leeds, Manchester, Newcastle, Nottingham and Sheffield: https:…",stay
"WATCH: Gordon Brown makes the positive, principled &amp; progressive case for Britain #StrongerIn Europe
https://t.co/RwStA245YQ",stay
"Liverpool Echo: “Liverpool isn’t a great British city, it’s a magnificent European one.” https://t.co/hoEnT3GC4E https://t.co/qXgJ0aEQw3",leave
"Tom Watson, Labour deputy leader is clear: this is not a time to stand alone, but to work together: https://t.co/vJbcJvV4iZ",leave
Labour deputy leader Tom Watson: vote REMAIN on 23 June for a stronger Britain for you &amp; your family https://t.co/eiEXZnvjhJ,stay
RT @LambethLabourIN: Your vote in the #EUref is a once in a lifetime decision - every single vote counts! #StrongerIn #VoteRemain https://t…,stay
"RT @bbckamal: Breaking: Bank of England strengthens its warnings on EU referendum risk - saying uncertainty could ""spill-over"" into global…",leave
RT @bbckamal: Bank of England says sterling volatility has increased due to referendum risk,stay
"RT @Peston: Bank of England warns Brexit could lead to ""a materially lower path for growth and a notably higher path for inflation"".",stay
RT @UKLabourIN: Vote Remain on 23 June &amp; then support our campaign for changes we want to see here and across Europe - @jeremycorbyn https:…,stay
New Statesman becomes the latest major publication to say “vote REMAIN”: https://t.co/zPHowAiUPT https://t.co/ELRUZ6Pfmz,leave
