tweets,label
"All it takes 4 politburo bureaucrats to succeed is for sheep to be sheep
#StrongerIn
#StrongerIN
#LabourInForBritain https://t.co/mjybYXa5Xd",stay
"#Brexit  ‘by far’ biggest issue for #Irish  business, says Ibec chief (via @IrishTimes) https://t.co/Vv6U0r6Ed4",stay
A risible case for Brexit based on dubious data: https://t.co/ZYcLuz55ek #FT,stay
We can make Britain great again and build a wall and make the EU pay. All our problems will be miraculously solved https://t.co/30wzjde9F6,stay
@nicholasjf1 @iVoteStay Economic studies show devastating effect of Brexit on UK economy. Ordinary people will bear brunt #StrongerIn,stay
It's wishful thinking to think a Brexit would bring about more prosperity. Membership of EU has helped and not hindered UK living standards.,stay
This is a man who stab at the back.....if not careful  https://t.co/jCIsGENRUN,stay
YEAH TEAM BREXIT. https://t.co/QkyPUh4nnT,stay
No Sign of #Brexit In The Air After #LocalElections https://t.co/uCFGBnj7J7 @RobDotHutton @AlexJFMorales @business https://t.co/ZFv0FU02iL,stay
@TonyParsonsUK @LeaveEUOfficial well the UK Public has never been consulted on being sold out,stay
"Most read on alva this week: Free special report on #Brexit and how companies can best explain the case to remain
https://t.co/HwJ2EgiiCB",stay
"@Brexpats I think @con4lib means ""scrap all employment/equality/environmental rules"". That's what @EconForBrexit post Brexit model built on.",stay
Bit worrying for Brexiters to be on the same side as Donald Trump and Marine Le Pen. https://t.co/ktmfmhx4GQ,stay
"Brexit 'may trigger the collapse of fragile EU':
https://t.co/T0YItnSZK8 via @MailOnline",stay
. @CityforEu @TelegraphNews I don't see any brexiteers telling him to keep his nose out of UK affiairs! #brexit #hypocrisy,stay
For all those who think that housing and construction are immune to the consequences of Brexit. https://t.co/unq5Fb3sfQ,stay
"Why is the Brexit camp so obsessed with immigration? Because that’s all they have

https://t.co/1ld4AtTQ8C",stay
"#Liverpool have broke the #Spanish dominance in Europe... #English #football says Yes We Belong in #Europe!

#Brexit #EuropeanUnion",stay
@LeaveEUOfficial @ExittheEU but leaving UK in hands of right wing Tories would see that all go to the 1%.......,stay
Brexit threatens to derail UK’s fintech growth https://t.co/C50SPNAeoL via @growvc,stay
Brexit: We Have Nothing To Lose Except Our Chains! https://t.co/2YZkkobx9a  RT #NationalLiberalParty #NLP #Eureferendum  #VoteLeave #Brexit,stay
Most EU migrants in UK 'would not get a work visa after Brexit' #EUref #Brexit #EUref https://t.co/h2RRE89PyD via @MailOnline,stay
"I love it: ""If Britain is not big enough to compete on the world stage, who the bloody hell is?"" Watch here: https://t.co/MVoYgWOBYr #Brexit",stay
"@RJohnDickinson @vote_leave @CarolineLucas 
Your opinion is that UK led on animal welfare so who needs the EU?
@lawyers4animals 
#euref",stay
@RupertStiglitz @lasancmt so why r so many brexit arguments &amp; supporters built around little Englanders chauvinism?,stay
"Dictator furher timmermans has commanded, heil herr timmermans! https://t.co/vMkc8TqdYV",stay
How can anyone allow these corrupt and pampered men to rule us? #Brexit #VoteLeave #EUreferendum  https://t.co/EXUkAv5zvI,stay
"So Trump joins the Brexit camp? Along with Boris, Farage, Galloway, IDS, Gove, Marie Le Pen. Quite a bunch!",stay
"TTIP in Obama`s words (ha, BACK OF QUEUE).We don`t want US rule, EU rule is bad enough. Future better in UK.#Brexit https://t.co/KlMR8brtxM",stay
Brits need to say very clearly on the 23rd June we are sick of being used by non Brits Vote Out  https://t.co/jVk9V6oioX,stay
If Blair says stay then I'm definitely voting out! #lyingbastard   https://t.co/zIjwi4PS58,stay
Nothing more than an insult to the British people's intelligence!!.... https://t.co/ahybPKsV97,stay
"Rent continues to rise in almost every part of the UK - time to leave the EU

https://t.co/RprsiFarwi

#Brexit #VoteLeave",stay
"Britain's global engagement is restrained by the EU ""common position"" https://t.co/JAWgctVLiZ #EURef #VoteLeave",stay
It's Obvious what the Media is Trying to do to anyone who wants to make an informed choice on #euref #leave #remain https://t.co/95C2Vg8LTq,stay
"@iainmartin1 @JeremyWarnerUK Sure. How much lost business from the City do you think would be a reasonable cost of Brexit, Iain?",stay
TRUMP SUPPORTS BREXIT !!!!,stay
A good question. https://t.co/QbifH6lTJt,stay
I liked a @YouTube video from @piffletv https://t.co/7cyfyS7IK2 Brexit: The (animated) Movie,stay
So Trump's backing Brexit. Presume those Brexiters who got their knickers in a twist over Obama will tell him to keep his nose out too...,stay
Budget cuts &amp; Brexit stupidity is hurting jobs &amp; economy.Chart that shows the UK economic recovery is 'on its knees' https://t.co/U0hBfHpkdo,stay
"#Trump #Brexit What, you think he has UK's best interests at hear? Are you insane? Trump?",stay
The eurozone faces a time bomb of growing public debt https://t.co/c7vCIyG43f #BREXIT #VOTELEAVE #REMAIN #STRONGERIN #BRITAINOUT #EU #DEBT,stay
#BigBrother #1984 #Brexit George Orwell was a visionary https://t.co/1xZl2SQdnu,stay
@StrongerIn When our competitors want us in the EU the sensible person knows it's time to #LeaveEU,stay
You see. This is what we mean when we say the EU has gone too far. Absolute insanity! #Remain #Brexit #StrongerIn  https://t.co/wmkFdVDi2J,stay
@LeaveEUOfficial The big business lobby - the tobacco giants in this case - successfully lobbying to hamper the competition - typical EU,stay
"@DanHannanMEP @vote_leave There I was being told that the EU is good for trade, shows how misguided one can be, doesn't it.",stay
You are bending over &amp; taking it if you stay in EU after this EU ruling. Saying no NOW is making an influence https://t.co/frwQFDg0SA,stay
They have very little power. #bbcqt https://t.co/bElmkIJet4,stay
And the USA would be better off without Trump. No to #Brexit https://t.co/6gtJF4wkPM,stay
"so, who´s all voting for brexit then??  if you vote to stay you need your head tested in my opinion..",stay
"#Remain , bottle the Chief Exec Ryanair on #brexit and put in an Youtube shaped container",stay
"#bbcqt True. Reason I am negative about EU is nobody is making positive case 2 #remain. They're just trying 2 scare me. Well, I'm not scared",stay
That should be warning enough....#Brexit https://t.co/XKBgqqLyhS,stay
'TIME TO GO': Trump gives Brexit blessing as he blames 'crazy migration' for EU collapse https://t.co/fjsRtp1IEf. Go Trump &amp; Brexit!,stay
Lord Dubs expresses his desire for Britain to remain in the #EU in his speech to @fsuireland delegates #StrongerIn https://t.co/sR9R8Ex3WQ,stay
"@StrongerIn Ball cocks, you've just made that up, how measurable is that claim, it's not. Demonstrate it please, in facts &amp; figures.",stay
Police called in to investigate shock election fraud claims in Gloucestershire https://t.co/zA7XjCTaEF #brexit we all new Farage was robbed,stay
@mgerrydoyle just count your blessings you're a non-Brit. This is why I dread #Brexit. Could be stuck with these cretins ...,stay
"Wasn't #EU to unite, avoid war? Or no matter what Germany likes to stir trouble, leading to this, for ex? #brexit https://t.co/ilLUJfOKGF",stay
We're to start? Trump's an international businessman with businesses in UK. He's not a president or elected politico https://t.co/F67RmkUYo6,stay
"@stevethesmiths @Dis_PPL_Protest brexit is bad news for everybody, disable or not!",stay
"Presidential hopeful Trump backs Brexit https://t.co/bag9KCJ317

Strongest argument to remain in the EU!",stay
A risible case for #Brexit based on dubious data: https://t.co/PInHgHUabT #FT,stay
Probably the biggest reason to vote in so far: Donald Trump backs Brexit - BBC News https://t.co/ad4bmkBCbs,stay
@Englaland75 @DailyMailUK @iVoteLeave I've always wanted to deliberately 'lose' at Jenga with a stack of 28 European states. #Brexit #23Jun,stay
Undecided for Brexit ? A good video explains it all. Have a look and Share. What sort of country do you want your... https://t.co/OTzGNv34KJ,stay
In case you needed any more incentive to vote 'in' at the referendum... https://t.co/OCZucJ8pIg,stay
"Trump on Brexit vote: Great Britain is 'better off without' Europe
https://t.co/uk4O8gSHU5 via @MailOnline",stay
#Brexit #VoteLeave  https://t.co/dXc1a40gOt,stay
Reason 29 to #Remain - The multi-national next generation. https://t.co/b872BTQqz9 #strongerin #euref #brexit #brexpats,stay
"@LeaveEUOfficial @YouTube Straight out of ""Dreamworks"" studios? Deplorable! #Brexit #LeaveEU",stay
"EU exit would make UK 'less attractive' to investors, says Japan's PM #Elections2016 #uk #StrongerIn #Brexit  https://t.co/sAJkXfl0WN",stay
"A good piece. The Brexit case on sovereignty is fundamentally Hobbesian. No checks/balances/rule of law acceptable. 
https://t.co/U2JO5TY5TL",stay
@LeaveEUOfficial @Grassroots_out  @Brexit_News https://t.co/AE7QUjefqE,stay
@vote_leave Another week of you lying about the cost of the EU. Another week of working with our neighbours. @StrongerIn,stay
EU’s own Frontex Agency recently concluded EU makes us less safe https://t.co/soCN7io721 #brexit #voteleave #euref #remain #go #leaveeu,stay
@2tweetaboutit @Fight4UK   Con. Normal political bribery. Vote UKIP for change to honesty. Nigel consistent with answers &amp; truth. BREXIT.,stay
Thanks Charles! @Europol @StrongerIn  https://t.co/78veCZX4T0,stay
"Brexit May Spell Doom for Fintech and Bitcoin. In the UK, That Is https://t.co/gXucUQgw3J",stay
"""If we vote for Brexit, some of the economic things will dip, but they'll come back later."" 

Thanks audience, #bbcqt",stay
"@StrongerIn Lies, prices are higher in the eu.",stay
One Indication That #Brexit Worries Are Already Hurting the U.K. Economy https://t.co/9vNq7flD1K via @markets,stay
"@RJohnDickinson @StrongerInPress @JAPANinUK Yes, the good sense to try and talk us into making a fatal mistake.",stay
Property boss says London could be overtaken by EU cities if Brexit happens https://t.co/XXzfRASMoy via @CityAM #property,stay
@PD_Politics @johnmcternan @Telegraph looking good pro yes majority. Only after a Brexit. Engerland knows best😀,stay
Vote for more hugs ❤👍 https://t.co/coYoQz5GVX #hugabrit #StrongerIn,stay
this was my @Science_Council blog arguing EU regs would mean companies left the uk https://t.co/GHpgcu9rIH ghost only first of many #EUref,stay
"https://t.co/iBY1tfWzxm

#VoteLeave  #LeaveEU  #EUreferendum",stay
Is losing the City of London really a price worth paying for Brexit? | via @telebusiness https://t.co/VFxpV3srKe,stay
The Dangers of Brexit: A Canadian Expats View #EU #Referendum https://t.co/CraC1n1Haj,stay
RT lionelbarber: Brexit reality: UK would be badly short of (EU) workers https://t.co/3W0vSfuQJ5,stay
@TonyParsonsUK @peytonjim if she manages to create a Euro army I can't see much beyond UK and France that'll do any fighting. #VoteLeave,stay
And they wonder why the public aren't voting for them.... #ManyATruthSaidInJest #VoteOut #UKIndependence https://t.co/0jOzZvKB0i,stay
@DanHannanMEP This has to help the brexit cause surely.  https://t.co/8Vp57gL5IV,stay
@David_Cameron Bullshit... The referendum can't come soon enough!!! #VoteLeave #UKIndependence #Brexit,stay
@Grabcocque @faisalislam Greens don't agree with brexit as mandate for referendum (at the moment),stay
@MissTrade https://t.co/0ByO0TJjmX,stay
"@RupertStiglitz you'll be isolated alright after #brexit, not even your #commonwealth buddies can stand your sophistry 😅",stay
"BBC News - EU referendum: Donald Trump backs Brexit https://t.co/qfwuOzgSMS
Well if you insist Mr Trump..........you tool",stay
"https://t.co/9VEGSShCAb

Senator Paterson (aus) on brexit",stay
Presumably *this* is the number one reason for #Brexit then.... https://t.co/Vc1OZyy3xX,stay
"@larryelder please from one of your biggest UK fans, push #brexit 

we need to win our referendum vote and US voices appreciated",stay
#Remain #RemainInEU #StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/uG1SFDEWXe,stay
Donald Trump backs Brexit https://t.co/su981cJMYx How unsurprising,stay
@britinfluence @Mabeytweet Makes UKIP dream impossible - leave the EU and UK will soon cease to exist #EUref,stay
No Cameron you have failed at everything https://t.co/RdOcT3Hgbk,stay
"Its about the cost? We are net contributors. We have also given way our fishing, lost our dairy farming. https://t.co/5cJA4HHKJI",stay
"Well that's a point you will definitely lose it on remaining in the EU, in fact you're giving it away. https://t.co/65d05PdQ1Q",stay
@ImNotEric You need to move to mainland Europe then #bbcqt #Brexit for British Survival,stay
@vote_leave ...a policy which does not apply to the UK as we are not part of Schengen zone and which will not change one iota if we leave EU,stay
This is 'truely' shocking!! #Brexit #VoteLeave @vote_leave  https://t.co/68qcr5z221,stay
Dugdale is a disaster for Labour she lost the election by suggesting she would support independence if Brexit occurs https://t.co/XySmi0kcNs,stay
Spread the Word https://t.co/JDgMoDqLnB #voteleave via @vote_leave,stay
Abe would very clearly prefer Britain to remain in the EU https://t.co/7BZw8rAXmj via @forexlive #gbpusd #brexit,stay
"Trump backs Brexit, brands migration crisis a ‘horrible thing for Europe’ https://t.co/Xdp1fbEzSb",stay
"Brexit worries top #SME agenda - via @AccountingWEBuk #Brexit 

https://t.co/Qd5WTuzayq https://t.co/UGlNVJxErN",stay
@Telegraph From this result we should learn what all election results will be like if we #Remain. Be sensible &amp; #VoteLeave in #EUreferendum,stay
Cameron cannot be trusted over EU. #brexit #loughborough #voteleave #loveEurope #no2eu  https://t.co/IdX05jkTIR,stay
@ruminantsheep Even most fervent Brexit supporters admit there will be some near-term hit to UK economic activity due to uncertainty,stay
"From yesterday, me for @FutureFP: Britain Could Become a Bulwark Against Nationalism After a ‘Remain’ Vote https://t.co/UQU7cO3or3  #euref",stay
That's how much of a friend asshole @POTUS Obama  really is - a @David_Cameron mate - not ours  https://t.co/8wDlK5fjse,stay
"Right for the first time #Blair, the way they stack is to use the EXIT door! #Brexit https://t.co/bkr4otZ2Be",stay
"https://t.co/22vFFC81gb 

#Remain  #EUreferendum",stay
RT #FreeMarineAIn2016 =Hero to his kind! Please help free him! #DavidCameron &amp; #GeorgeOsborne are #Traitors #Brexit https://t.co/aVrzE1r55O,stay
"@MuppetV2 @StrongerIn Hey, stronger in, Blair's your man. All the more reason for voting leave, get a free, democratic Britain back.",stay
"Japan’s prime minister warns over Brexit threat to investment
Abe: Britain would no longer be ‘gateway’ to Europe
https://t.co/97eKGuB1Dv",stay
"@paulrey99 @StrongerIn
EU has so many factions to please to get something through.
UK alone is much more agile, will close deals faster.",stay
Campaign goodies arrived @StrongerIn @NWStrongerIn https://t.co/cOhJy8uv3y,stay
He Is Lying to you all #Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/UXQ65xqZEO,stay
in case you were unsure which side is the logical one https://t.co/w9G1mXlrqI,stay
@Laura_AdjGov I read it thx and I am now even more determined to vote #BREXIT,stay
"Millennium Global Says Sell Pound, Sees Brexit Risk Underpriced https://t.co/InojzQDQ3B via @business",stay
#EU membership increases the costs of consumer goods https://t.co/soCN7io721 #brexit #voteleave #euref #remain #go #britainout #leaveeu,stay
I used my card to get free dental treatment whilst working in Germany! Don't lose it #VoteRemain #LabourInForBritain https://t.co/UCo82jXMEh,stay
@Dwalingen @ukleave_eu @Dinostratus @WyeLea @Nigel_Farage It tells me it is time to leave! https://t.co/OKUnMv5sFm,stay
"UK would be 'better off' without EU @realDonaldTrump please destroy one country at a time, finish what you started. https://t.co/Aky8B2nufU",stay
Why pro-Europeans should back Brexit – to save Europe from the EU https://t.co/S2nnjB7A1u via @CityAM,stay
@rodbishop15 I can only see this benefiting brexit in long run as more and more people realise the absolute folly of remaining in the EU.,stay
EU referendum: Donald Trump backs Brexit https://t.co/u8dalJwHU5,stay
@Truman_Black the fuck is a brexit,stay
"So how is the EU helping NI

BBC News - Ulster Farmers Union says pork stockpile could depress prices

https://t.co/5T7sfzp2Fs

#Brexit",stay
@StrongerIn  'closing gender pay gap' evidence the stay campaign have no economic sense.,stay
Leading historians dismiss claim EU has brought peace to Europe https://t.co/soCN7io721 #brexit #voteleave #euref #remain #go #leaveeu,stay
"@bernerlap Then suddenly on the 24th June the #EU will play their new cards &amp; @David_Cameron won't be able to stop it!
#Brexit",stay
Seems Cameron is the only one that doesn't know Turkey are nearly EU members in all but name https://t.co/ALw5jYkWca #Brexit #VoteLeave,stay
"Group of industry experts &amp; MPs set out why Britain's fishing sector is #StrongerIn 
https://t.co/swrj3ybPek",stay
"#Trump #Brexit What, you think he has UK's best interests at heart? Are you insane? Trump?",stay
These numbers appear to be a lot bigger than #brexit 's made up £350m https://t.co/XQbKyXQTq9,stay
NOW we know what the EU has been up to and its dirty https://t.co/RUhKFdqKTh,stay
"It's time for websites like https://t.co/DJoyQk6hwh on a national scale, allowing us to only buy british products. #eu #uk #euref #VoteLeave",stay
"This person should vote #Brexit in #euref then &amp; not support SNP's pro-EU pro #TTIP position which will destroy NHS
https://t.co/zLmUrFdVD9",stay
"TTIP is a very bad excuse to vote for Brexit

https://t.co/KNFa1gYlEV",stay
"#EUReferendum UK's biggest #insurer #Aviva would prefer to avoid risk of
#Brexit New blog: https://t.co/iKaxtfk8cv https://t.co/RplxIXncFP",stay
Best advert for @StrongerIn ever https://t.co/NGCCZzIq9R,stay
@SirBasilBrush @yorkshirepost Same as the Conservative Party...UKIP it has to be! And Brexit! Save yourselves UK!,stay
Japan wouldn't want to be tied to China or Korea they want to keep their democracy  so do we keep out of our affairs https://t.co/GF70IoiEef,stay
Probably one of the strongest possible arguments for the UK to remain in the EU: Donald Trump backs Brexit https://t.co/WAMESbksIn,stay
@David_Cameron and we trust what you say? #LeaveEU,stay
"Britain remaining in EU is 'better for the world', says Japanese prime minister #Brexit  https://t.co/RInsNzZQze",stay
If your not sure how to vote then ask any MEP they know how corrupt the EU is. Stay in Democracy Dies. #VoteLeave https://t.co/8RLIFq8Sb2,stay
@StrongerIn but of course in reality we could increase funding and maintain co-operation on scientific matters. @IanMSanders,stay
@QuondamOptimist @IsabelOakeshott when you disagree you need a bit of respect ! Which is what Tory communists have lost #Brexit,stay
WTF is wrong with Europe ?  https://t.co/XpjMotrrEw,stay
with @scotgp a majority for independence @faisalislam  https://t.co/1s2MiOBJYy,stay
"@vote_leave @ukleave_eu @LeaveEUOfficial 

Brilliant, easy to watch Short-Vid for #EU:Ref Undecided"" Voters✔️🇬🇧👍🇬🇧 🎉
https://t.co/WfvAyyGqrg",stay
#Brexit Uncertainty Drags U.K. Economy to Near Stagnation. - https://t.co/hqKtIvP3jr,stay
Thinking about #brexit? Check this out...Patrick Stewart sketch: what has the ECHR ever done for us? https://t.co/LFPzq8rPE9 @guardian,stay
https://t.co/XAh4e4f0mK,stay
New Delhi believes IN a strong #UK within a strong EU. Know why? https://t.co/UgxVpFmdIJ #Indiaglobalbiz #UKinEU https://t.co/wUZrehvQ4U,stay
"Limited truth, EU does require regular audits, non transparency of actions &amp;budget expectancy issues. #StrongerIn https://t.co/fyZaa0XRfw",stay
@ViewFromBlock93 @LeaveEUOfficial Thats why I don't get why people vote for them; they're not necessarily there to get stuff done.,stay
"@virginmedia American owners are planning to give half a million to #remain to help keep us in EU, I am cancelling my contract now. #Brexit",stay
"Staying IN #EU Would Cost #Britain £9,265 per Household Each Year https://t.co/9UNJvjyZQB #Brexit #VoteLeave https://t.co/tKp9lMOEdF",stay
"Brexit ‘by far’ biggest issue for Irish business, says Ibec chief https://t.co/c3J5JX0YL0",stay
Brexit Uncertainty Drags U.K. Economy to Near Stagnation https://t.co/H0oyWeGEBw via @business #Brexit #UK #EU #economy #invest #money,stay
Liverpool reject BREXIT and stay in Europe! get in the Pool',stay
@vote_leave Whilst personally pro Brexit EU law has actually improved standards for movement of animals. Fact. No 'cruelty' in live export.,stay
"@olliea110795 what has the EU stopped you doing and since when did UK join Schengen 'open borders'? 
#brexit https://t.co/0RJl78RCxz",stay
@BeverleyTruth @RJohnDickinson @vote_leave no one is saying stop immigration but we need CONTROLLED. Immigration not a free for all #brexit,stay
I will be voting to get my Country back. #VoteLeave  https://t.co/aG0Nnj6wVn,stay
RT if you too are sick of the  #Fascist #unaccountable #unelected #Totalitarian #EUSuperstate #Brexit #migration  https://t.co/BRTcYO91Qj,stay
"@FarrandGiles @Phoenixarised @vote_leave @GiselaStuart gosh, I've just been convinced by the argument of an intellectual giant #StrongerIn",stay
Are they all insane? https://t.co/Y1COB4Rj0G,stay
"Keep the scraps  @deSommeville and we'll keep our excessive payments to the gravy train.
#Brexit #euref #VoteLeave
#littleeu #strongerin UK£",stay
now is the time save your wife+ daughters + animals because if you don't vote #brexit the #rapeugees will rape them https://t.co/PLBLvhkw5w,stay
Becoming clear a #brexit is LESS of a step into the unknown than remaining exposed to volatility of the ever expanding #EU. #EUreferendum,stay
"@LeaveEUOfficial Please stop showing photos of Tony (the liar) Blair, I vomit every time I see that horrible (I screwed you all) grin!",stay
@Dinostratus @Nigel_Farage @DanHannanMEP @VeteransBritain  You MUST watch this video! Vote Leave! https://t.co/IC1mOGW928,stay
"@LeaveEUOfficial TURKEY IS A TERRORIST, It has Armed,Sheltered and Supported ISIS for 5yrs. Profited from Stolen IS oil.",stay
Frank Field's Left-Wing Case For Brexit https://t.co/uboXDcVQmP via @guidofawkes,stay
@ChukaUmunna It doesn't matter what anybody else thinks. It's clear that the EU is a failure built on bureaucracy &amp; waste #brexit #voteleave,stay
"Donald Trump backs Brexit, saying UK would be 'better off' without EU
Ok then, good for @StrongerIn 
https://t.co/zPmy0IIKQg",stay
#brexit is the campaign for bigots &amp; fruitcakes #bbcqt,stay
Coverage of #EUref @forbritain @RHCVTrucksVans Nigel Baxter making the case for @vote_leave #TakeControl  https://t.co/2LxTjkYr9d,stay
Not good -  #Brexit https://t.co/b7AGKfSn1t,stay
"@StrongerIn UK is a net contributor. Its our money coming back to us, after EU have taken their cut. https://t.co/eKznnl4cnz",stay
Magna Carta Today - https://t.co/VXBXMbHUYR https://t.co/VXBXMbHUYR this is why we should #voteleave,stay
@wef A Brexit would mean that trade between the 2 countries stops. What kind of assumption is that? The effects will most likely be minimal.,stay
$GBPUSD: UK GDP growth looks to have ground to a halt: https://t.co/0bVxBE469T,stay
"A Protectionist Pres Trump wld pull the US drawbridge up &amp; Brexit wld kill British workers. If you think Liam Fox et al will help, dream on.",stay
@Havering_In @NigelPargetterx @StrongerIn ... Contrary to all observable evidence and reams of published material !,stay
Trump coming out in favour of #Brexit could be the best thing for the In Campaign https://t.co/h0EbfT9Ioc,stay
"@MarkReckless @UKIP @ITVWales After Brexit, UKIP'll have to stop having leaflets printed in the Netherlands. #UKjobs https://t.co/bsq3PpAOeP",stay
Though Churchill - admired by #Brexit - was strongly in favour of United States of Europe https://t.co/tlnUVypHxf  https://t.co/TnDG4IbD8O,stay
"Ignore the ukip bit,,,,, but #LeaveEU  https://t.co/FSFspONOHa",stay
"@DavidJo52951945 The Persian Empire tried to destroy the Greeks but failed. They have now succumbed to the tyrannical EU.
#Brexit",stay
.@guildhallschool show how orchestra would be decimated by Brexit. I'm sure the same is true in many museums: https://t.co/KJqBVozlx1,stay
@ChrisGiles_ @vote_leave  The Vote Leave default position is to be cross with everyone. Have the Japanese particularly disappointed them?,stay
"@debbiesimone123 @patrickwintour Well, he is (really) in favour of Brexit. If so, will be first intelligent move he's made in a year.",stay
Everyone should respect the sovereignty of the EU countries. The #EU Does Not!!! It's Time To Leave #EUreferendum #Brexit #VoteLeave #EuRef,stay
Prayers for England!  #Brexit #Pegida https://t.co/3uUSwW7z4d,stay
@StrongerIn 4 world leaders and 3 hell bent on TTIP 🇬🇧 vote leave,stay
That £9m could have helped the 9000 servicemen who now live on the streets you pratt. #brexit #euref #leave #LeaveEU https://t.co/8NU4yhbxD4,stay
Abe: Brexit would make UK 'less attractive for Japanese investment': Japan's prime minister has warned that a... https://t.co/cjwwlipHUR,stay
#StrongerIn https://t.co/8qFhtla21f Vote 'In' for Africa,stay
But @David_Cameron Dave Dave Dave only 1 needed for out #Brexit the fact your leading the in campaign 😇,stay
"Brexit would ‘significantly damage’ London Market, says IUA: 
           Underwriters have raised concerns Br... https://t.co/Nx6G87HZ57",stay
City would not collapse in a heap but it would be far less prosperous - Mark Boleat #Brexit debate @Mishcon_de_Reya,stay
"Cutting ourselves off from #EU friends, as @vote_leave wants, would make our defence weaker, says @nsoamesmp    https://t.co/pqIe9wwaPY",stay
When someone has my heart I give it my all! But comes a time when truth surfaces &amp; need to let the mind lead over the heart!! #TakeControl,stay
Thank you for the support  @PHamzahee  https://t.co/yn3ZAiGAvb,stay
"Donald Trump backs Brexit, saying UK would be 'better off' without EU 
That's me decided then #stay https://t.co/WaDzajdnSK",stay
"""England Bans Its Own Flag to Avoid Offending Muslims"" https://t.co/zhTeGKUoHO #Brexit #immigration #referendum #SaferBritain #migrants",stay
"#Brexit are hoping for the ""good old days"" and a war. Among all the things it's about, it's about the war. ""We won""! https://t.co/MUcOjERdGN",stay
“@RichmondEurope: Please register to vote before 7 June #StrongerIn https://t.co/CUNXAvFctQ” DEMOCRACY?? PEACE ?? Ye Gods. Truly B.S.E.,stay
"@vote_leave false. Border control still exists in Calais. If it didn't, then why can't a person come without passports being checked?",stay
- @UKIP @Nigel_Farage @EUVoteLeave23rd @LeaveEUOfficial  @HACKEDOFF_VOTER https://t.co/370wWU9h2o,stay
"Slack EU border control &amp; nationalism "" are challenges that have to do with the future of Europe"". Don't pass the buck on us, Merkel #Brexit",stay
"@stardust193 @britainelects Come on #no2eu give me some good news. I'm on the piss in  barcelona! I want heads, i want labour shafted!",stay
He's like the gift that keeps on giving ...  https://t.co/HjViQh0cbi,stay
Don't forget to vote today and send Cameron and the greedy Tories a message #election #davidcameron #votelabour https://t.co/sK8vDoZVQv,stay
"Accuses #StrongerIn of scaremongering, tells story of Turkey joining the EU and a flood of 75 million Turks... Well done Lawson #bbcqt",stay
